Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
36	:	1625178457.289	    83.861	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 1 2 9
228	:	1625178521.327	    19.996	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 1 12
238	:	1625178524.791	    17.024	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 1 22
198	:	1625178511.098	    30.908	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 2 4 9
249	:	1625178531.656	    10.815	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 2 6
195	:	1625178510.212	    32.476	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 2 4 6
262	:	1625178539.854	     3.279	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 2 19
245	:	1625178527.058	    16.315	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 2 2
188	:	1625178507.728	    36.058	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 2 3 26
256	:	1625178537.781	     6.286	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 2 13
266	:	1625178541.153	     3.277	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 2 23
239	:	1625178524.994	    19.761	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 1 23
259	:	1625178538.740	     6.338	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 2 16
260	:	1625178539.195	     6.248	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 2 17
251	:	1625178534.167	    11.589	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 2 8
261	:	1625178539.394	     6.740	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 2 18
253	:	1625178536.665	     9.765	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 2 10
150	:	1625178491.346	    55.486	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 2 2 15
265	:	1625178540.701	     6.378	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 2 22
247	:	1625178529.158	    18.368	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 2 4
218	:	1625178517.939	    29.787	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 1 2
240	:	1625178525.487	    22.732	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 1 24
215	:	1625178517.088	    31.286	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 2 4 26
279	:	1625178545.446	     3.554	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 3 9
242	:	1625178526.169	    22.851	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 1 26
273	:	1625178543.377	     6.301	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 3 3
254	:	1625178537.119	    12.578	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 2 11
283	:	1625178546.836	     3.496	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 3 13
149	:	1625178490.887	    59.497	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 2 2 14
276	:	1625178544.434	     6.555	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 3 6
153	:	1625178494.155	    56.924	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 2 2 18
269	:	1625178542.017	     9.625	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 2 26
288	:	1625178548.420	     3.343	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 3 18
271	:	1625178542.692	     9.601	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 3 1
289	:	1625178549.003	     3.445	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 3 19
290	:	1625178549.202	     3.736	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 3 20
264	:	1625178540.503	    12.631	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 2 21
227	:	1625178521.049	    32.535	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 1 11
286	:	1625178547.729	     6.093	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 3 16
230	:	1625178522.009	    32.223	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 1 14
296	:	1625178551.190	     3.342	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 3 26
191	:	1625178508.823	    46.065	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 2 4 2
270	:	1625178542.474	    12.735	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 2 27
272	:	1625178543.137	    12.405	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 3 2
281	:	1625178546.138	     9.754	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 3 11
137	:	1625178486.911	    69.286	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 2 2 2
293	:	1625178550.335	     6.236	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 3 23
277	:	1625178544.758	    12.086	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 3 7
194	:	1625178509.718	    47.588	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 2 4 5
287	:	1625178548.222	     9.265	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 3 17
306	:	1625178554.535	     3.590	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 4 9
299	:	1625178552.295	     5.849	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 4 2
282	:	1625178546.433	    12.356	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 3 12
292	:	1625178549.880	     8.933	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 3 22
284	:	1625178547.083	    12.358	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 3 14
257	:	1625178537.980	    21.522	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 2 14
312	:	1625178556.574	     3.513	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 4 15
304	:	1625178553.826	     6.368	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 4 7
295	:	1625178550.992	     9.750	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 3 25
314	:	1625178557.310	     3.571	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 4 17
278	:	1625178545.082	    16.315	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 3 8
308	:	1625178555.212	     6.360	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 4 11
159	:	1625178498.010	    64.035	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 2 2 24
318	:	1625178558.792	     3.461	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 4 21
303	:	1625178553.587	     9.108	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 4 6
267	:	1625178541.353	    21.595	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 2 24
322	:	1625178560.090	     3.254	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 4 25
305	:	1625178554.235	     9.412	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 4 8
324	:	1625178560.746	     3.240	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 4 27
317	:	1625178558.326	     6.010	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 4 20
298	:	1625178551.843	    12.787	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 4 1
327	:	1625178561.598	     3.582	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 1 3
301	:	1625178552.942	    12.336	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 4 4
232	:	1625178522.709	    43.163	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 1 16
313	:	1625178556.847	     9.075	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 4 16
237	:	1625178524.337	    42.224	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 1 21
294	:	1625178550.534	    16.039	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 3 24
316	:	1625178558.128	    10.841	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 4 19
315	:	1625178557.508	    11.496	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 4 18
255	:	1625178537.317	    34.156	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 2 12
241	:	1625178525.686	    45.822	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 1 25
337	:	1625178565.183	     6.965	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 1 13
330	:	1625178562.697	     9.494	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 1 6
275	:	1625178544.070	    28.723	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 3 5
311	:	1625178556.201	    16.677	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 4 14
302	:	1625178553.137	    20.306	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 4 5
263	:	1625178540.052	    33.520	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 2 20
341	:	1625178566.564	     7.527	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 1 17
268	:	1625178541.818	    32.439	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 2 25
344	:	1625178569.171	     5.572	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 1 20
319	:	1625178558.991	    15.952	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 4 22
321	:	1625178559.644	    15.753	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 4 24
339	:	1625178565.876	     9.756	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 1 15
340	:	1625178566.074	     9.972	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 1 16
274	:	1625178543.789	    32.532	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 3 4
323	:	1625178560.288	    16.414	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 4 26
342	:	1625178566.762	    10.250	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 1 18
326	:	1625178561.400	    15.944	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 1 2
355	:	1625178574.747	     3.295	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 2 4
354	:	1625178574.293	     3.752	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 2 3
183	:	1625178506.021	    72.673	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 2 3 21
348	:	1625178572.350	     6.377	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 1 24
297	:	1625178551.645	    27.697	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 3 27
350	:	1625178572.994	     6.421	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 1 26
352	:	1625178573.645	     6.348	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 2 1
307	:	1625178554.891	    25.220	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 4 10
362	:	1625178577.016	     3.628	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 2 11
325	:	1625178560.945	    19.848	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 1 1
336	:	1625178564.633	    16.661	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 1 12
346	:	1625178571.676	     9.789	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 1 22
243	:	1625178526.368	    55.585	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 1 27
338	:	1625178565.381	    16.769	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 1 14
328	:	1625178562.048	    20.550	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 1 4
291	:	1625178549.681	    33.160	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 3 21
331	:	1625178562.952	    20.303	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 1 7
250	:	1625178533.969	    49.551	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 2 7
280	:	1625178545.760	    38.144	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 3 10
343	:	1625178568.973	    15.238	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 1 19
356	:	1625178574.946	     9.603	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 2 5
357	:	1625178575.400	     9.511	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 2 6
367	:	1625178578.896	     6.305	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 2 16
309	:	1625178555.545	    30.044	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 4 12
360	:	1625178576.325	     9.532	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 2 9
349	:	1625178572.795	    13.481	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 1 25
353	:	1625178574.094	    12.413	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 2 2
372	:	1625178580.648	     6.318	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 2 21
364	:	1625178578.045	     9.113	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 2 13
329	:	1625178562.257	    25.401	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 1 5
383	:	1625178584.215	     3.969	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 3 5
122	:	1625178481.860	   106.485	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 2 1 14
345	:	1625178571.477	    17.354	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 1 21
351	:	1625178573.447	    15.589	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 1 27
379	:	1625178582.844	     6.639	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 3 1
361	:	1625178576.706	    13.018	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 2 10
381	:	1625178583.524	     6.608	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 3 3
382	:	1625178583.907	     6.524	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 3 4
365	:	1625178578.244	    12.535	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 2 14
384	:	1625178584.552	     6.569	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 3 6
376	:	1625178581.957	     9.473	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 2 25
394	:	1625178588.186	     3.619	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 3 16
368	:	1625178579.344	    12.738	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 2 17
397	:	1625178589.040	     3.449	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 3 19
332	:	1625178563.347	    29.384	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 1 8
320	:	1625178559.445	    33.741	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 4 23
371	:	1625178580.194	    13.188	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 2 20
333	:	1625178563.650	    30.217	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 1 9
393	:	1625178587.661	     6.369	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 3 15
375	:	1625178581.495	    13.054	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 2 24
310	:	1625178555.896	    38.782	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 4 13
387	:	1625178585.593	     9.643	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 3 9
388	:	1625178585.860	     9.470	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 3 10
258	:	1625178538.540	    57.378	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 2 15
378	:	1625178582.602	    13.378	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 2 27
207	:	1625178514.250	    82.358	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 2 4 18
410	:	1625178593.386	     3.373	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 4 5
401	:	1625178590.435	     6.865	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 3 23
411	:	1625178593.870	     3.542	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 4 6
184	:	1625178506.419	    91.570	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 2 3 22
413	:	1625178594.551	     3.510	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 4 8
363	:	1625178577.347	    21.331	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 2 12
407	:	1625178592.492	     6.211	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 4 2
285	:	1625178547.530	    51.824	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 3 15
390	:	1625178586.510	    12.858	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 3 12
391	:	1625178586.969	    13.039	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 3 13
380	:	1625178583.257	    16.796	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 3 2
421	:	1625178597.303	     3.355	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 4 16
404	:	1625178591.432	     9.307	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 3 26
396	:	1625178588.834	    12.480	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 3 18
406	:	1625178592.085	     9.346	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 4 1
358	:	1625178575.635	    26.326	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 2 7
395	:	1625178588.385	    15.607	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 3 17
425	:	1625178598.681	     5.328	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 4 20
398	:	1625178589.487	    17.020	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 3 20
409	:	1625178593.189	    13.355	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 4 4
392	:	1625178587.168	    20.019	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 3 14
403	:	1625178591.124	    16.080	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 3 25
377	:	1625178582.153	    25.679	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 2 26
416	:	1625178595.437	    12.460	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 4 11
370	:	1625178579.996	    28.483	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 2 19
172	:	1625178502.392	   106.192	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 2 3 10
408	:	1625178592.733	    16.408	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 4 3
373	:	1625178580.846	    28.430	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 2 22
386	:	1625178585.205	    24.584	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 3 8
429	:	1625178600.011	     9.957	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 4 24
402	:	1625178590.782	    19.661	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 3 24
414	:	1625178594.749	    15.906	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 4 9
374	:	1625178581.297	    29.796	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 2 23
347	:	1625178572.152	    39.193	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 1 23
418	:	1625178596.120	    15.619	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 4 13
427	:	1625178599.356	    12.680	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 4 22
419	:	1625178596.611	    15.779	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 4 14
432	:	1625178600.859	    11.865	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 4 27
422	:	1625178597.501	    15.532	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 4 17
400	:	1625178590.136	    23.278	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 3 22
428	:	1625178599.554	    14.122	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 4 23
405	:	1625178591.809	    22.296	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 3 27
426	:	1625178598.880	    15.443	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 4 21
193	:	1625178509.520	   105.289	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 2 4 4
423	:	1625178597.992	    16.975	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 4 18
399	:	1625178589.728	    25.782	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 3 21
389	:	1625178586.280	    29.384	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 3 11
335	:	1625178564.340	    51.854	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 1 11
420	:	1625178596.809	    19.519	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 4 15
300	:	1625178552.493	    64.391	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 3 4 3
359	:	1625178576.049	    40.924	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 2 8
417	:	1625178595.922	    22.223	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 4 12
415	:	1625178595.239	    22.990	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 4 10
334	:	1625178563.990	    54.802	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 1 10
369	:	1625178579.542	    39.382	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 2 18
412	:	1625178594.068	    25.368	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 4 7
430	:	1625178600.210	    20.659	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 4 25
431	:	1625178600.660	    20.233	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 4 26
366	:	1625178578.697	    42.818	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 2 15
424	:	1625178598.190	    25.325	0	19	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 4 19
385	:	1625178584.915	    38.618	0	18	1	0	srun --export=all --exclusive -N1 -n1 python3 curtailment_scaling.py 4 3 7
